# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "/home/edu/mapping/Ath_TAIR10_genome/Arabidopsis_thaliana.TAIR10.52.gtf" "-o" "2022_03_04_feature_counts_gene_hisat2.txt" "-t" "gene" "-g" "gene_id" "-O" "-T" "4" "GFP-BRC1-2_hisat2_sorted.bam" "GFP-BRC1-4_hisat2_sorted.bam" "GFP-BRC1-5_hisat2_sorted.bam" "brc1-2-12_hisat2_sorted.bam" "brc1-2-6_hisat2_sorted.bam" "brc1-2-7_hisat2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	GFP-BRC1-2_hisat2_sorted.bam	GFP-BRC1-4_hisat2_sorted.bam	GFP-BRC1-5_hisat2_sorted.bam	brc1-2-12_hisat2_sorted.bam	brc1-2-6_hisat2_sorted.bam	brc1-2-7_hisat2_sorted.bam
AT1G01830	1	298451	302310	-	3860	532	522	714	568	763	485
AT1G04067	1	303463	303977	-	515	50	38	49	25	60	19
AT1G01840	1	303537	304358	+	822	160	150	193	125	209	99
AT1G01860	1	304133	306310	-	2178	669	576	844	615	935	579
AT1G04073	1	304481	304713	+	233	99	88	140	96	138	88
AT1G01870	1	306384	306456	+	73	0	0	0	0	0	0
AT1G01880	1	306467	309541	-	3075	123	115	145	84	137	98
AT1G01890	1	309275	309347	-	73	0	0	0	0	0	0
AT1G01900	1	310169	313130	+	2962	362	298	487	288	416	286
AT1G04077	1	311828	312884	-	1057	198	178	239	134	207	155
AT1G01910	1	313101	316090	-	2990	2810	2750	4292	3411	3929	2481
AT1G04083	1	314189	314463	+	275	254	212	357	329	327	228
AT1G01920	1	315983	319667	+	3685	1189	991	1580	1135	1582	943
AT1G01930	1	319769	322895	-	3127	633	527	849	690	919	554
AT1G01940	1	322886	324917	+	2032	745	903	1110	983	1162	726
AT1G01950	1	325316	330619	+	5304	1338	1107	1868	1108	1530	880
AT1G01960	1	330588	337912	-	7325	4930	3397	6372	5628	6318	4292
AT1G01970	1	338241	340088	+	1848	1131	1007	1558	1309	1749	1148
AT1G01980	1	340108	342040	-	1933	0	2	5	1	1	1
AT1G01990	1	342918	344400	-	1483	909	847	1398	1057	1429	851
AT1G02000	1	345516	347603	+	2088	523	509	747	508	625	347
AT1G02010	1	347613	352545	+	4933	340	287	435	403	503	281
AT1G02020	1	352612	355124	-	2513	668	554	915	726	749	549
AT1G02030	1	355124	357258	-	2135	94	92	134	32	69	25
AT1G02040	1	357906	359078	-	1173	6	3	3	5	6	3
AT1G02050	1	359117	360746	-	1630	322	359	528	349	516	323
AT1G02060	1	360918	363142	-	2225	395	240	454	340	502	309
AT1G02065	1	365165	367443	+	2279	46	40	79	74	89	52
AT1G02067	1	366945	367166	-	222	3	5	12	7	12	6
AT1G02070	1	370195	371090	-	896	6	8	4	4	18	6
AT1G02080	1	373335	386913	+	13579	7022	3819	8452	7011	8037	5387
AT1G02090	1	387277	389808	-	2532	2185	2290	3268	2141	2803	1792
AT1G02100	1	389812	392816	+	3005	1349	1192	1744	1467	1958	1141
AT1G02110	1	392831	395528	+	2698	951	856	1211	833	1227	821
AT1G02120	1	395689	400001	+	4313	2522	2251	3788	3708	4050	2474
AT1G02130	1	399983	401919	-	1937	1346	1347	1925	1537	2068	1213
AT1G04087	1	402086	402294	+	209	0	0	0	1	0	0
AT1G02140	1	403100	404456	-	1357	4584	4700	6525	4333	6766	3853
AT1G02145	1	404600	408619	+	4020	956	857	1312	980	1318	744
AT1G02150	1	408622	410680	+	2059	4687	4556	6597	4682	6871	4405
AT1G02160	1	410744	411632	+	889	501	559	802	624	751	512
AT1G02170	1	411664	413554	+	1891	898	968	1607	1502	1352	1046
AT1G02180	1	413522	414649	-	1128	150	156	177	125	248	156
AT1G02190	1	415074	418027	+	2954	9	9	5	6	12	7
AT1G02205	1	418416	422579	+	4164	1148	895	1527	1173	2134	1095
AT1G04093	1	424666	425164	+	499	1	2	2	1	2	2
AT1G02210	1	427548	427811	-	264	0	0	0	0	0	0
AT1G02220	1	428650	430720	-	2071	1738	1521	2331	1325	1546	768
AT1G02230	1	434965	436922	-	1958	34	35	52	66	96	62
AT1G02250	1	437860	439559	-	1700	13	5	22	7	15	3
AT1G02260	1	440200	442972	-	2773	827	682	1029	826	924	534
AT1G02270	1	443118	446296	-	3179	987	926	1562	1772	1566	998
AT1G02280	1	448423	450426	-	2004	3323	3330	4452	3414	4988	3513
AT1G02290	1	450461	452743	-	2283	373	353	487	415	510	359
AT1G02300	1	453107	455519	+	2413	352	354	442	822	1195	681
AT1G02305	1	455688	458164	+	2477	1843	1814	2776	2616	3180	1729
AT1G04097	1	455880	456198	-	319	125	109	192	197	249	105
AT1G02310	1	458133	460831	-	2699	18	25	32	14	39	17
AT1G04103	1	459122	461921	+	2800	9	5	13	5	14	9
AT1G02320	1	461828	461974	+	147	0	1	0	0	1	1
AT1G02330	1	461946	463618	-	1673	1345	1309	1810	1315	2009	1135
AT1G02335	1	463754	464981	-	1228	488	435	618	445	838	419
AT1G02340	1	465616	467880	-	2265	109	71	196	85	210	45
AT1G02350	1	469818	470693	+	876	56	65	66	59	104	74
AT1G02360	1	471883	473336	-	1454	1010	922	1586	1689	2276	1471
AT1G02370	1	474373	476612	+	2240	841	761	1219	797	1158	732
AT1G02380	1	476945	479112	+	2168	84	85	99	124	227	105
AT1G02390	1	480650	483373	+	2724	35	38	49	60	110	48
AT1G02400	1	486800	489651	+	2852	189	250	566	645	455	361
AT1G02405	1	489874	490627	-	754	4	11	13	18	18	8
AT1G02410	1	490860	492979	+	2120	743	736	1063	979	1159	761
AT1G02420	1	493639	495158	+	1520	262	248	434	279	395	191
AT1G04117	1	494008	495548	-	1541	270	261	416	282	402	194
AT1G02430	1	495050	496332	-	1283	109	108	168	141	173	89
AT1G04123	1	495887	496190	+	304	7	10	14	9	16	8
AT1G02440	1	496372	497555	-	1184	3	4	2	11	21	18
AT1G02450	1	497917	498539	-	623	2	3	8	11	16	20
AT1G02460	1	504463	507268	-	2806	61	86	123	91	195	109
AT1G02470	1	511765	513721	-	1957	36	31	44	51	50	33
AT1G02475	1	513699	515422	-	1724	1151	1059	1684	1969	1725	1225
AT1G02480	1	515494	515566	+	73	0	0	0	0	0	0
AT1G02490	1	516569	516866	+	298	8	3	6	7	9	11
AT1G02500	1	518091	520495	+	2405	13994	14404	21778	31746	28572	19555
AT1G02510	1	520498	521668	-	1171	95	136	104	101	175	101
AT1G02520	1	523536	529069	+	5534	574	463	958	1125	1206	832
AT1G02530	1	529679	534677	+	4999	26	26	53	38	26	20
AT1G02540	1	534827	535699	-	873	0	0	0	0	0	0
AT1G02550	1	536483	537211	+	729	0	0	0	2	0	0
AT1G02560	1	537740	540127	+	2388	9641	9467	13514	10710	12392	8342
AT1G02570	1	541236	542245	+	1010	1	1	3	30	44	8
AT1G02575	1	543011	544057	+	1047	0	0	1	6	7	3
AT1G02580	1	544733	549202	+	4470	8	9	9	28	15	14
AT1G04127	1	551289	551529	-	241	0	0	4	0	0	0
AT1G02590	1	552138	552761	-	624	0	0	0	0	0	0
AT1G02600	1	552640	552711	+	72	0	0	0	0	0	0
AT1G02610	1	553019	556152	-	3134	134	144	260	328	348	158
AT1G02620	1	557092	558774	+	1683	23	15	30	71	40	28
AT1G04133	1	558071	558492	-	422	8	3	7	19	7	6
AT1G04137	1	559735	560251	+	517	0	0	1	0	0	0
AT1G02630	1	560610	562598	-	1989	6	0	0	0	3	1
AT1G02640	1	564018	567771	+	3754	752	590	1025	926	1881	881
AT1G02650	1	568558	570554	+	1997	70	57	95	65	65	45
AT1G02660	1	571826	575085	-	3260	713	585	1139	1317	1334	628
AT1G02670	1	575922	580532	+	4611	295	280	373	131	148	103
AT1G02680	1	580625	582310	+	1686	439	489	590	456	683	344
AT1G04143	1	583471	583860	-	390	0	0	0	0	0	0
AT1G02690	1	584134	587327	+	3194	1542	1402	1755	1023	1956	1291
AT1G02700	1	588003	589480	+	1478	109	104	179	78	105	60
AT1G02705	1	589584	590406	+	823	152	170	224	125	152	119
AT1G02710	1	589706	589996	-	291	103	118	169	86	111	83
AT1G02720	1	591682	594264	+	2583	648	556	847	631	873	586
AT1G02730	1	594502	598657	-	4156	3162	2642	2991	2389	4006	3059
AT1G02740	1	599330	602199	-	2870	623	584	899	662	797	452
AT1G02750	1	602489	604387	+	1899	348	356	565	505	575	354
AT1G02760	1	604402	604474	+	73	0	0	0	0	0	0
AT1G02770	1	604873	606708	-	1836	36	29	49	35	59	27
AT1G02780	1	607799	609534	-	1736	38469	39102	52530	31709	54070	33658
AT1G02790	1	610363	612324	-	1962	1	1	2	0	2	0
AT1G02800	1	613197	616231	-	3035	127	109	100	63	193	123
AT1G02810	1	618061	620502	+	2442	151	150	210	470	739	349
AT1G02813	1	620678	621329	+	652	4	3	5	5	11	3
AT1G02816	1	621453	623054	+	1602	581	620	919	753	840	519
AT1G02820	1	623656	624567	-	912	198	150	214	150	146	73
AT1G02830	1	625084	625608	-	525	15	12	19	9	11	7
AT1G02840	1	626639	629993	+	3355	4860	4976	7049	4357	6281	3756
AT1G02850	1	630374	633420	+	3047	5442	4960	8847	4735	2959	2448
AT1G02860	1	635144	637262	+	2119	520	530	825	794	1125	634
AT1G04147	1	636337	636614	-	278	45	52	87	93	98	56
AT1G02870	1	637214	638681	-	1468	1830	1709	2574	1471	2367	1438
AT1G04153	1	637772	638231	+	460	9	6	11	7	17	8
AT1G02880	1	642505	644903	-	2399	454	442	802	1042	1225	676
AT1G02890	1	645084	652001	-	6918	3588	2752	5483	5578	6448	3768
AT1G02900	1	653604	654457	-	854	470	459	936	1458	1373	896
AT1G02910	1	655568	658216	-	2649	2013	1964	2964	2572	2910	1876
AT1G02920	1	658578	659980	-	1403	1205	2723	6015	8396	3806	5127
AT1G02930	1	661088	662475	-	1388	3750	7477	13307	16949	6318	9488
AT1G02940	1	662963	664290	-	1328	13	13	14	11	20	22
AT1G02950	1	665119	666471	-	1353	255	272	357	267	481	274
AT1G02952	1	665354	666367	+	1014	211	221	306	221	404	228
AT1G02960	1	666807	669919	-	3113	593	498	836	669	942	498
AT1G02965	1	671661	672814	-	1154	1	0	0	0	0	0
AT1G02970	1	673306	676419	+	3114	211	210	276	212	271	187
AT1G02980	1	677360	681378	+	4019	8	25	24	32	23	10
AT1G02990	1	681331	687385	-	6055	1047	775	1458	1096	1361	825
AT1G03000	1	687795	692660	-	4866	1358	1081	1866	1596	2017	1322
AT1G03010	1	693190	696504	+	3315	12	10	31	28	23	27
AT1G03020	1	697919	698591	-	673	22	12	19	18	22	17
AT1G03030	1	701365	703929	+	2565	649	673	893	752	895	582
AT1G03040	1	703847	706689	-	2843	1594	1462	2323	2029	2787	1611
AT1G03050	1	707485	710041	+	2557	4	6	9	5	6	6
AT1G03055	1	710018	711857	-	1840	74	59	134	118	193	69
AT1G03060	1	712440	727553	-	15114	3170	1836	4144	3502	3409	2446
AT1G03070	1	729830	731565	+	1736	310	241	461	39	105	43
AT1G03080	1	731554	738306	-	6753	2702	2175	4159	4623	5254	3068
AT1G03090	1	739544	744184	+	4641	850	841	1201	1798	1862	1156
AT1G04157	1	742298	742522	-	225	42	21	51	89	96	55
AT1G03100	1	743885	746701	-	2817	387	325	540	370	556	380
AT1G04163	1	744724	746147	+	1424	214	158	269	179	296	203
AT1G03103	1	747197	748057	+	861	0	0	1	1	0	0
AT1G03106	1	748101	749034	-	934	3	3	8	12	11	6
AT1G03110	1	749246	751976	+	2731	1629	1445	2286	1118	1892	1075
AT1G03120	1	752191	753140	+	950	207	202	282	12	16	8
AT1G03130	1	753307	754262	-	956	6101	6881	9506	12382	13559	9175
AT1G03140	1	754261	756303	-	2043	1684	1612	2382	1881	2524	1574
AT1G03150	1	756414	758678	+	2265	694	661	964	655	1130	594
AT1G04167	1	760884	761099	-	216	0	0	0	0	0	0
AT1G03160	1	761261	766194	+	4934	1740	1501	2455	2141	2255	1690
AT1G03165	1	766336	767324	+	989	21	18	20	26	21	11
AT1G04173	1	767037	767385	-	349	17	11	15	13	16	8
AT1G03170	1	768376	770684	+	2309	21	28	40	4	19	11
AT1G03180	1	773358	775362	+	2005	204	193	257	151	281	143
AT1G03190	1	775527	780062	+	4536	691	599	987	659	862	548
AT1G04177	1	780107	780409	+	303	0	0	1	0	0	0
AT1G03200	1	780519	782946	+	2428	35	28	58	36	78	27
AT1G03210	1	782904	784346	+	1443	523	511	741	721	895	578
AT1G03220	1	786832	788722	+	1891	4249	4325	7944	13655	11920	7950
AT1G03230	1	789820	791689	+	1870	1383	1435	1951	1972	2528	1642
AT1G03240	1	792222	793060	-	839	5	1	3	2	8	3
AT1G03250	1	793315	795403	-	2089	1247	1244	1720	1278	1546	970
AT1G03260	1	795449	798491	-	3043	462	412	666	535	623	419
AT1G03270	1	799115	802625	+	3511	226	219	300	161	275	157
AT1G03280	1	802970	807066	+	4097	1568	1547	2223	1808	2091	1327
AT1G03290	1	807361	813216	+	5856	1388	1302	1994	1731	2122	1241
AT1G03300	1	811033	813086	-	2054	341	315	409	384	628	351
AT1G03310	1	813413	816812	+	3400	1877	1569	2649	2296	3055	1944
AT1G03320	1	816989	817767	+	779	14	9	18	9	16	21
AT1G03325	1	817053	817178	-	126	1	1	1	2	2	2
AT1G03330	1	817934	819563	-	1630	1105	1131	1523	1016	1688	1000
AT1G03340	1	819612	821476	+	1865	129	118	202	160	256	143
AT1G03350	1	822582	824410	-	1829	1681	1688	2553	2020	2537	1483
AT1G03360	1	824517	826399	+	1883	1525	1390	2084	1152	2164	1314
AT1G03365	1	826523	830393	+	3871	1024	926	1502	1016	1346	836
AT1G03370	1	830550	835411	+	4862	1188	976	2003	2240	1930	1264
AT1G03380	1	835767	841373	+	5607	1028	734	1470	1525	1795	909
AT1G03390	1	841033	842418	-	1386	0	3	2	1	2	1
AT1G03395	1	841677	842158	+	482	0	2	0	1	2	1
AT1G03400	1	842659	844251	-	1593	151	153	268	318	218	165
AT1G03410	1	844436	847683	-	3248	852	924	1104	803	1083	714
AT1G04183	1	845677	847683	+	2007	821	907	1071	781	1058	702
AT1G03430	1	847793	849621	+	1829	343	357	516	486	616	380
AT1G03440	1	852151	854297	+	2147	269	252	369	325	431	247
AT1G03445	1	854410	859701	-	5292	28	22	31	34	26	13
AT1G03457	1	860761	864372	-	3612	403	280	462	452	643	408
AT1G03470	1	865895	867733	-	1839	372	334	572	1160	1230	499
AT1G03475	1	868853	871308	-	2456	8989	8768	12367	10534	12416	8760
AT1G03490	1	871874	872906	+	1033	0	0	1	0	2	1
AT1G03495	1	873166	874476	+	1311	272	254	428	299	360	224
AT1G04187	1	875056	875189	-	134	23	17	30	28	38	19
AT1G04193	1	875224	875340	-	117	2	4	7	1	5	3
AT1G03502	1	875358	875471	-	114	5	0	2	0	0	0
AT1G03506	1	875518	875604	-	87	5	5	9	2	3	2
AT1G04197	1	875679	875823	-	145	6	4	9	2	6	1
AT1G03510	1	876087	877556	-	1470	175	145	252	175	228	179
AT1G03515	1	877648	877719	+	72	0	2	0	0	1	0
AT1G03520	1	877861	880259	-	2399	465	438	687	528	682	404
AT1G03530	1	880384	883599	-	3216	2308	1881	3353	1643	2512	1577
AT1G03540	1	883683	885611	+	1929	143	88	194	131	207	103
AT1G03550	1	885623	887956	-	2334	478	390	695	513	818	415
AT1G03545	1	885941	887972	+	2032	429	323	617	446	696	357
AT1G03560	1	890155	892492	-	2338	421	379	686	475	597	385
AT1G03570	1	892514	892585	+	72	0	1	0	0	0	0
AT1G03590	1	894238	897718	-	3481	1987	1770	3178	1532	2009	1135
AT1G03600	1	898480	899794	+	1315	4573	4979	6773	6584	6495	4254
AT1G03610	1	900732	903070	+	2339	724	771	1140	888	1207	681
AT1G03620	1	904032	907643	-	3612	73	67	91	90	138	77
AT1G03630	1	907523	909650	+	2128	4375	4431	6326	5548	7486	4695
AT1G03640	1	909811	909883	-	73	0	0	0	0	0	0
AT1G03650	1	910023	911292	-	1270	240	233	363	249	322	205
AT1G03660	1	911310	913808	-	2499	71	79	73	54	64	60
AT1G04203	1	913390	913595	+	206	9	9	2	10	9	6
AT1G03670	1	914222	916222	-	2001	1	2	1	0	0	1
AT1G03680	1	916772	918064	-	1293	7289	7305	10858	8468	8596	6021
AT1G03687	1	918285	920592	+	2308	715	606	975	651	1082	691
AT1G03700	1	920950	922098	+	1149	18	18	28	95	64	44
AT1G03710	1	923390	924730	+	1341	11	11	11	12	14	5
AT1G03720	1	924896	926373	-	1478	0	0	0	0	0	0
AT1G04207	1	926989	927200	-	212	0	0	0	0	0	0
AT1G03730	1	930715	931985	-	1271	513	533	802	568	715	374
AT1G03740	1	933426	937152	+	3727	1270	1148	2316	3767	2885	1978
AT1G04213	1	937032	937141	-	110	1	4	4	4	2	4
AT1G03743	1	937207	937287	-	81	0	0	1	1	0	0
AT1G03746	1	937401	937485	-	85	0	4	4	2	2	0
AT1G03750	1	937826	941162	+	3337	295	249	407	352	473	266
AT1G03760	1	941062	943377	-	2316	696	638	1034	754	1005	596
AT1G03770	1	944572	947682	+	3111	692	613	882	484	788	401
AT1G03780	1	947520	951850	-	4331	959	774	931	644	1102	916
AT1G03790	1	954290	956144	+	1855	27	18	53	10	28	18
AT1G03800	1	957104	958383	-	1280	17	14	27	21	24	15
AT1G03810	1	958759	959609	+	851	0	0	0	0	0	0
AT1G03820	1	959790	960916	-	1127	691	650	862	840	1307	799
AT1G03830	1	961684	966790	-	5107	897	771	1266	802	1224	797
AT1G03840	1	967470	970334	-	2865	130	111	170	212	369	221
AT1G03850	1	975871	977911	-	2041	264	242	451	1132	1198	508
AT1G03860	1	979307	982002	-	2696	5709	5289	8195	5724	7515	4949
AT1G03870	1	982381	983544	-	1164	2622	2400	4626	4929	8606	3849
AT1G03880	1	985751	988146	+	2396	0	1	0	0	1	1
AT1G03890	1	989198	991020	+	1823	0	0	0	0	0	0
AT1G03900	1	991106	993126	+	2021	2534	2544	3917	3313	4059	2451
AT1G03905	1	993400	995989	+	2590	309	337	441	381	461	260
AT1G03910	1	996076	1000629	+	4554	2892	2701	3898	2885	3888	2436
AT1G03920	1	1001116	1004410	+	3295	54	51	81	185	327	126
AT1G03930	1	1004688	1008370	+	3683	1368	1108	1888	1742	2479	1299
AT1G04217	1	1008592	1008735	+	144	16	21	18	16	25	12
AT1G03935	1	1008810	1008896	+	87	14	6	23	13	22	5
AT1G04223	1	1009073	1009189	+	117	8	11	19	12	11	10
AT1G03940	1	1009228	1011145	-	1918	368	315	595	310	566	282
AT1G04227	1	1009249	1009356	+	108	29	23	39	23	36	21
AT1G03950	1	1011151	1013365	-	2215	530	503	828	788	821	458
AT1G03960	1	1013643	1017957	+	4315	908	670	1134	856	1141	696
AT1G03970	1	1018058	1019247	+	1190	469	484	684	736	949	534
AT1G04233	1	1018123	1018514	-	392	191	193	301	318	381	223
AT1G03980	1	1019311	1022108	-	2798	51	39	69	69	139	73
AT1G03982	1	1022251	1023719	-	1469	0	0	0	1	0	0
AT1G03990	1	1024740	1027616	+	2877	102	93	173	296	278	99
AT1G04000	1	1027853	1029119	-	1267	369	447	561	359	427	252
AT1G04010	1	1030957	1036264	-	5308	458	355	575	372	573	319
AT1G04020	1	1036493	1040262	+	3770	846	750	997	627	854	595
AT1G04030	1	1040375	1042892	+	2518	2089	2005	3250	5426	6326	3981
AT1G04040	1	1042362	1043887	-	1526	4761	4429	8193	16143	17896	11117
AT1G04237	1	1043118	1043415	+	298	635	590	1183	2450	2572	1549
AT1G04050	1	1045598	1049864	-	4267	267	236	364	225	352	187
AT1G04070	1	1050505	1051194	-	690	369	363	475	272	537	281
AT1G04080	1	1051312	1056827	+	5516	8726	7558	12592	5954	8788	5279
AT1G04090	1	1057041	1059454	+	2414	58	34	77	51	57	42
AT1G04100	1	1059470	1061209	+	1740	114	143	193	247	224	148
AT1G04105	1	1059730	1060348	-	619	46	39	63	86	88	55
AT1G04110	1	1061297	1063809	-	2513	314	277	380	239	370	239
AT1G04120	1	1064264	1071080	-	6817	5150	3915	6954	4577	5828	3599
AT1G04243	1	1072574	1072780	-	207	0	0	0	0	0	0
AT1G04130	1	1073274	1075568	+	2295	513	513	780	429	692	389
AT1G04140	1	1075543	1080630	-	5088	4365	3432	6372	4845	5797	3503
AT1G04150	1	1081024	1084431	-	3408	18	15	17	5	20	16
AT1G04160	1	1086170	1096510	+	10341	951	646	1168	621	953	502
AT1G04170	1	1096882	1099901	+	3020	8419	7524	12093	7379	10948	6990
AT1G04180	1	1104493	1106241	+	1749	29	27	53	49	82	51
AT1G04190	1	1106354	1108725	-	2372	2333	2290	3299	1843	3071	1788
AT1G04200	1	1109395	1114155	+	4761	1674	1220	2273	1730	2080	1317
AT1G04210	1	1114375	1119739	+	5365	3774	2754	5182	3265	4786	2855
AT1G04220	1	1119699	1122786	-	3088	426	370	609	752	763	437
AT1G04247	1	1120225	1122526	+	2302	328	273	469	614	595	334
AT1G04230	1	1125515	1128788	+	3274	767	758	1173	937	1231	701
AT1G04240	1	1128149	1129689	-	1541	671	692	1144	998	1425	695
AT1G04253	1	1134308	1134997	-	690	0	0	0	1	0	0
AT1G04250	1	1136078	1138663	+	2586	1308	1216	1992	1764	3218	1380
AT1G04260	1	1140278	1141564	-	1287	527	525	793	505	695	437
AT1G04270	1	1141558	1143130	-	1573	20827	19702	27710	16263	27861	17315
AT1G04280	1	1143436	1147091	-	3656	843	826	1524	2141	2577	1392
AT1G04290	1	1147297	1148533	-	1237	516	541	725	647	786	467
AT1G04295	1	1147781	1148435	+	655	440	450	621	544	679	395
AT1G04300	1	1148564	1154667	-	6104	3059	2315	4232	3421	4084	2575
AT1G04310	1	1154740	1157813	-	3074	443	395	562	270	414	343
AT1G04320	1	1159023	1159093	+	71	0	0	0	0	0	0
AT1G04330	1	1161289	1161982	-	694	30	41	67	29	78	52
AT1G04340	1	1162905	1164861	-	1957	1003	963	1404	945	1472	855
AT1G04350	1	1164910	1167135	+	2226	430	386	633	650	950	431
AT1G04360	1	1167288	1169034	-	1747	96	98	174	226	329	141
AT1G04370	1	1175033	1175768	+	736	10	9	17	16	21	13
AT1G04380	1	1176544	1178488	-	1945	7	11	16	8	6	6
AT1G04257	1	1178925	1179176	+	252	0	0	0	0	0	0
AT1G04390	1	1179310	1183704	-	4395	392	346	530	435	652	350
AT1G04400	1	1185512	1188696	-	3185	4141	3613	5785	5384	6356	4184
AT1G04410	1	1188995	1191458	-	2464	39776	38582	60483	50927	59795	38879
AT1G04420	1	1191519	1193884	+	2366	3270	3300	4774	4306	4427	3048
AT1G04425	1	1194187	1196889	+	2703	215	233	199	146	293	247
AT1G04430	1	1197956	1201579	+	3624	7087	6207	10751	7593	9776	5966
AT1G04440	1	1202160	1206009	+	3850	2384	1964	3436	3509	4090	2381
AT1G04445	1	1206760	1207939	+	1180	4	4	5	10	6	2
AT1G04450	1	1208521	1210026	+	1506	1	1	1	0	0	0
AT1G04455	1	1210269	1210622	+	354	0	2	0	0	1	1
AT1G04470	1	1210924	1214841	-	3918	6	0	12	12	29	10
AT1G04263	1	1215731	1215831	-	101	1	3	2	0	0	1
AT1G04480	1	1215925	1217471	+	1547	8263	8209	11160	6958	10671	7125
AT1G04267	1	1216552	1216691	+	140	32	35	56	31	55	26
AT1G04273	1	1216722	1216865	+	144	40	40	67	30	55	35
AT1G04277	1	1216921	1217061	+	141	52	49	60	48	70	44
AT1G04490	1	1217690	1220899	-	3210	29	24	44	52	84	32
AT1G04500	1	1221411	1224539	-	3129	19	12	42	45	55	35
AT1G04510	1	1226483	1230947	+	4465	3841	3374	5140	3383	4868	3125
AT1G04520	1	1231452	1234032	+	2581	1155	1067	1426	776	1942	1074
AT1G04530	1	1234176	1236206	-	2031	1428	1373	2065	1290	1764	982
AT1G04540	1	1236754	1239199	+	2446	68	49	104	65	127	55
AT1G04550	1	1240294	1242157	+	1864	710	642	897	569	1130	671
AT1G04555	1	1242506	1244244	+	1739	163	163	281	209	311	181
AT1G04560	1	1244947	1246059	+	1113	0	2	0	0	1	1
AT1G04570	1	1246601	1248876	-	2276	25	34	44	39	41	27
AT1G04580	1	1252005	1257893	-	5889	7	3	5	3	6	4
AT1G04590	1	1258556	1261470	-	2915	1241	1105	1650	1034	1688	1033
AT1G04600	1	1261762	1272588	+	10827	43	28	43	20	64	29
AT1G04610	1	1279351	1281618	+	2268	64	47	57	58	147	63
AT1G04620	1	1282163	1286619	-	4457	1645	1510	2252	1872	2028	1429
AT1G04625	1	1287831	1289820	-	1990	52	87	83	77	90	69
AT1G04630	1	1289734	1291112	-	1379	1288	1330	1813	1301	1825	1029
AT1G04635	1	1291300	1292024	+	725	221	222	320	178	355	166
AT1G04640	1	1292023	1293398	+	1376	854	944	1329	1226	1547	1040
AT1G04645	1	1293770	1294263	-	494	1	2	2	0	0	0
AT1G04650	1	1294627	1299023	-	4397	293	266	388	212	283	169
AT1G04283	1	1299553	1299796	+	244	0	0	0	0	0	0
AT1G04660	1	1300368	1301773	-	1406	7	10	18	18	14	18
AT1G04670	1	1301829	1302758	+	930	0	2	1	1	0	0
AT1G04680	1	1303467	1307973	-	4507	2758	2366	3756	3114	4126	2808
AT1G04690	1	1313443	1315823	+	2381	5147	4988	7231	5477	6495	4313
AT1G04700	1	1316139	1321000	+	4862	199	178	277	208	299	165
AT1G04710	1	1321885	1324840	+	2956	1090	962	1522	895	1449	854
AT1G04720	1	1324923	1325007	+	85	0	0	0	0	0	0
AT1G04730	1	1325099	1331169	-	6071	827	664	1042	627	747	504
AT1G04750	1	1331466	1333651	-	2186	3556	3839	5326	4002	4830	3056
AT1G04287	1	1333696	1334012	+	317	0	0	1	0	0	0
AT1G04760	1	1334533	1336704	+	2172	293	280	300	239	409	274
AT1G04770	1	1336274	1337849	-	1576	611	630	645	628	1006	592
AT1G04778	1	1339588	1340565	+	978	16	14	16	20	26	15
AT1G04780	1	1340553	1343793	-	3241	1940	1848	3025	2847	2975	1912
AT1G04790	1	1344989	1348868	+	3880	2967	3071	4348	3200	3646	2680
AT1G04800	1	1348452	1349478	-	1027	3339	3787	5334	3836	4063	3302
AT1G04810	1	1350080	1355466	+	5387	3466	3018	5109	4172	4399	2826
AT1G04820	1	1356084	1358547	-	2464	27437	25596	38062	22615	32233	20657
AT1G04830	1	1358574	1362019	-	3446	733	665	971	857	1154	613
AT1G04840	1	1362227	1365027	-	2801	138	133	210	150	188	129
AT1G04850	1	1365107	1368940	-	3834	4575	4743	6623	5149	7167	4056
AT1G04860	1	1369036	1373103	-	4068	1874	1681	2885	2037	2542	1595
AT1G04870	1	1373234	1375821	-	2588	3058	2704	4196	2128	3700	2160
AT1G04880	1	1375824	1379228	-	3405	39	37	70	31	36	23
AT1G04890	1	1380382	1382599	-	2218	0	0	0	0	0	0
AT1G04293	1	1382790	1383059	-	270	0	0	0	0	0	0
AT1G04895	1	1383008	1383422	-	415	0	0	0	0	0	0
AT1G04900	1	1383841	1387895	+	4055	976	876	1400	907	1295	866
AT1G04297	1	1385478	1386132	-	655	146	141	237	153	216	126
AT1G04910	1	1387871	1391381	-	3511	897	843	1258	1078	1285	790
AT1G04303	1	1388988	1389225	+	238	54	46	67	68	75	49
AT1G04920	1	1391434	1395953	-	4520	102	55	102	60	102	80
AT1G04930	1	1396265	1399122	-	2858	208	202	331	257	292	173
AT1G04945	1	1399174	1403112	+	3939	4337	4293	5887	4075	6065	3981
AT1G04940	1	1399182	1400830	+	1649	3542	3588	4730	3348	5021	3360
AT1G04950	1	1403085	1407531	-	4447	1030	896	1264	926	1360	879
AT1G04960	1	1407772	1410933	-	3162	908	824	1418	1209	1333	775
AT1G04970	1	1411088	1413627	+	2540	1176	1090	1830	1394	1717	919
AT1G04980	1	1413644	1416218	-	2575	1528	1587	2083	2089	2025	1584
